model_id,name,generation,sortino,calmar,cvar95,max_dd,cost,turnover,score,passed
SC_M4,Scalp | On-chain + sentimentní vrstva,1,-1.0589522281459387,-0.25093822460746884,0.0002599735914705087,0.005718123475676462,7.175925925925926e-06,0.007175925925925926,-0.35313515749423197,False
SC_M2,Scalp | Průřezové momentum + carry,1,-1.6445305938108847,-0.41135098334631104,0.0003431349425584171,0.007894396065883713,1.0416666666666666e-05,0.010416666666666666,-0.5529671373421206,False
SC_M1,Scalp | Trend + cílení volatility,1,-2.378889815895166,-0.4166039015823637,0.00032536928289279653,0.010570620090446625,1.1574074074074073e-05,0.011574074074074073,-0.7602075434156831,False
SC_M5,Scalp | Meta ansámbl,1,-2.532849496697665,-0.39799630147565496,0.00034576958233202516,0.0122186940498491,1.1805555555555555e-05,0.011805555555555555,-0.799475526091789,False
SC_M3,Scalp | Swing návrat k průměru,1,-3.467209300428535,-0.424609985785437,0.00038365279965619776,0.017367236712602097,1.1111111111111113e-05,0.011111111111111113,-1.0676232716364884,False
