model_id,name,generation,sortino,calmar,cvar95,max_dd,cost,turnover,score,passed
SC_M4,Scalp | On-chain + sentimentní vrstva,1,-1.231664388932632,-0.33458080923003625,0.00027610993629367337,0.005479484261761591,6.944444444444444e-06,0.006944444444444444,-0.4198468845169244,False
SC_M2,Scalp | Průřezové momentum + carry,1,-1.6522988518837434,-0.4119901466288308,0.0003431349425584171,0.007917250315164548,1.0416666666666666e-05,0.010416666666666666,-0.5552860651195747,False
SC_M1,Scalp | Trend + cílení volatility,1,-2.3801125812409434,-0.41700697951980276,0.00032536928289279653,0.010569585775921042,1.1574074074074073e-05,0.011574074074074073,-0.7606384500547038,False
SC_M5,Scalp | Meta ansámbl,1,-2.8161308328505354,-0.4188701614992436,0.00035001935043079346,0.012983546250411648,1.1805555555555555e-05,0.011805555555555555,-0.8834943936861187,False
SC_M3,Scalp | Swing návrat k průměru,1,-2.983243628195005,-0.4242997882437633,0.0003805477075799294,0.014901593064533647,1.0995370370370372e-05,0.01099537037037037,-0.9316896200912953,False
